check_date,month,store_serial,store_name,checklist_number,check_category,report_score,module_id,module_cn,severity,deduction_value,label,matched_clause,check_items,issue_description,anomaly
2026-01-16,2026-01,US00001,Times Square,CK-2026-2012,Store food safety audit,85,5,清洁卫生,L,-1,"Operation Stand, Shelf, Cabinet and Water Sink",5.4.2,Trash cans are emptied regularly and lids a,Pest trap behind counter not checked in 30+ days,False
2026-01-16,2026-01,US00001,Times Square,CK-2026-2012,Store food safety audit,85,8,化学品管理,L,-1,Chemical Mark/Storage,8.1.2,(L) (G) Chemical storage area is separate from food preparation and storage areas,Food items stored directly on floor in dry storage room,False
2026-01-16,2026-01,US00001,Times Square,CK-2026-2012,Store food safety audit,85,1,证照文件记录,G,-2,Licenses and certificates,1.3.1,(G) Government inspection records are maintained on file,Employee health certificate expired last month,False
2026-01-16,2026-01,US00001,Times Square,CK-2026-2012,Store food safety audit,85,4,交叉污染防控,O,0,Cross Contamination,4.2.2,Utensils is properly stored and maintained to prevent contamination,Mold observed on ceiling tiles near ventilation duct,False
2026-01-16,2026-01,US00001,Times Square,CK-2026-2012,Store food safety audit,85,3,供应商管理,L,-1,Approved Goods,3.2.1,Incoming goods is inspected and documented upon delivery,Food items stored directly on floor in dry storage room,False
2026-01-16,2026-01,US00001,Times Square,CK-2026-2012,Store food safety audit,85,3,供应商管理,O,0,Approved Goods,3.2.1,(G) Incoming goods are inspected and documented upon delivery,Temperature log not completed for main refrigerator today,False
2026-01-16,2026-01,US00001,Times Square,CK-2026-2012,Store food safety audit,85,2,员工健康与个人卫生,L,-1,Personal certificate,2.3.2,Disposable gloves are used during food preparati,Grease trap cleaning overdue per maintenance schedule,False
2026-01-16,2026-01,US00001,Times Square,CK-2026-2012,Store food safety audit,85,9,虫害防控,G,-2,Insect Pest Control Facilities & Suppliers,9.2.1,No signs of insect or rodent activity observed during inspection,Light fixture cover cracked in food prep area,False
2026-01-16,2026-01,US00001,Times Square,CK-2026-2012,Store food safety audit,85,6,产品与有效期管理,S,0,Devices for Monitoring the Temperatures of All Refrigerators and Freezers,6.1.1,Temperature monitoring devices are installed in a,Freezer temperature reading above -18C acceptable range,False
2026-01-16,2026-01,US00002,Herald Square,CK-2026-2014,Store food safety audit,81,8,化学品管理,G,-2,Chemical Mark/Storage,8.1.2,Chemical storage area is separate from food preparation and storage areas,Grease trap cleaning overdue per maintenance schedule,False
2026-01-16,2026-01,US00002,Herald Square,CK-2026-2014,Store food safety audit,81,12,门店稽核管理,S,-5,Requirements,12.2.1,Corrective action records are maintained for all identified issues,Water filter replacement is overdue by two weeks,False
2026-01-16,2026-01,US00002,Herald Square,CK-2026-2014,Store food safety audit,81,7,设备设施维护,G,-2,Equipment Inspection and Maintenance,7.1.1,Equipment is inspected regularly and maint,"Floor not clean under the sink area, standing water observed",False
2026-01-16,2026-01,US00002,Herald Square,CK-2026-2014,Store food safety audit,81,6,产品与有效期管理,O,0,Devices for Monitoring the Temperatures of All Refrigerators and Freezers,6.1.2,Temperature logs is completed and recorded at required intervals,,False
2026-01-16,2026-01,US00002,Herald Square,CK-2026-2014,Store food safety audit,81,4,交叉污染防控,O,0,Cross Contamination,4.2.2,(L) Utensils are properly stored and maintained to prevent contamination,Employee health certificate expired last month,False
2026-01-16,2026-01,US00002,Herald Square,CK-2026-2014,Store food safety audit,81,6,产品与有效期管理,G,-2,Operating Specifications,6.1.2,Temperature logs are completed and recorded at required intervals is verified,Raw chicken stored above ready-to-eat items in refrigerator,False
2026-01-16,2026-01,US00002,Herald Square,CK-2026-2014,Store food safety audit,81,10,饮用水与管道系统,O,0,Potable Water Supply is Adequate,10.2.2,"(G) Grease traps, residue traps and sewer lines are cleaned regularly",Food item past expiration date found in cold storage area,False
2026-01-16,2026-01,US00002,Herald Square,CK-2026-2014,Store food safety audit,81,4,交叉污染防控,L,-1,Cross Contamination,4.2.2,Utensils are properly stored and maintained ,Grease trap cleaning overdue per maintenance schedule,False
2026-01-16,2026-01,US00002,Herald Square,CK-2026-2014,Store food safety audit,81,6,产品与有效期管理,G,-2,Food,6.4.1,(G) Unqualified goods are segregated and properly documented,Trash can lid broken and does not close properly,False
2026-01-16,2026-01,US00002,Herald Square,CK-2026-2014,Store food safety audit,81,12,门店稽核管理,G,-2,Requirements,12.1.2,(G) Previous audit findings have been addressed and documented,Food storage containers not labeled with preparation date,False
2026-01-16,2026-01,US00002,Herald Square,CK-2026-2014,Store food safety audit,81,1,证照文件记录,L,-1,License Documents,1.2.1,All required government permits is posted in customer-visible area,Mold observed on ceiling tiles near ventilation duct,False
2026-01-16,2026-01,US00002,Herald Square,CK-2026-2014,Store food safety audit,81,10,饮用水与管道系统,O,0,Grease traps&Residue traps&Sewer lines,10.3.1,(L) Proper air gaps are maintained in plumbing connections,No air gap found in plumbing connection under three-compartment sink,False
2026-01-16,2026-01,US00002,Herald Square,CK-2026-2014,Store food safety audit,81,7,设备设施维护,O,0,Facility Inspection and Maintenance,7.2.1,Lighting fixtures in food preparation areas are protected and functional,"Floor not clean under the sink area, standing water observed",False
2026-01-16,2026-01,US00003,Bryant Park,CK-2026-2016,Store food safety audit,78,7,设备设施维护,O,0,Lights,7.1.2,Facility structures is inspected and maintained in good condition,Water filter replacement is overdue by two weeks,False
2026-01-16,2026-01,US00003,Bryant Park,CK-2026-2016,Store food safety audit,78,10,饮用水与管道系统,O,0,Grease traps&Residue traps&Sewer lines,10.2.2,"Grease traps, residue traps and sewer line",Cutting board has deep grooves and needs replacement,False
2026-01-16,2026-01,US00003,Bryant Park,CK-2026-2016,Store food safety audit,78,3,供应商管理,L,-1,Approved Goods,3.1.1,All food supplies is from approved suppliers on the vendor list,Cutting board has deep grooves and needs replacement,False
2026-01-16,2026-01,US00003,Bryant Park,CK-2026-2016,Store food safety audit,78,8,化学品管理,L,-1,Chemical Mark/Storage,8.2.1,(G) MSDS sheets are available for all chemicals used on premises,"Ice machine leaking water, needs repair by maintenance team",False
2026-01-16,2026-01,US00003,Bryant Park,CK-2026-2016,Store food safety audit,78,2,员工健康与个人卫生,L,-1,Personal certificate,2.1.1,(L) (G) All food handlers have valid health certificates on file,Food items stored directly on floor in dry storage room,False
2026-01-16,2026-01,US00003,Bryant Park,CK-2026-2016,Store food safety audit,78,12,门店稽核管理,L,-1,Requirements,12.2.1,Corrective action records are maintained fo,Raw chicken stored above ready-to-eat items in refrigerator,False
2026-01-17,2026-01,US00009,Columbus Circle,CK-2026-2017,Area food safety Check,82,12,门店稽核管理,L,-1,Requirements,12.1.1,(L) Store audit management procedures and checklists are followed,"Floor not clean under the sink area, standing water observed",False
2026-01-17,2026-01,US00009,Columbus Circle,CK-2026-2017,Area food safety Check,82,6,产品与有效期管理,L,-1,Expiration Date,6.1.2,Temperature logs is completed and recorded at required intervals,Cutting board has deep grooves and needs replacement,False
2026-01-17,2026-01,US00009,Columbus Circle,CK-2026-2017,Area food safety Check,82,5,清洁卫生,G,-2,Procedures for Cleaning and Disinfection,5.2.2,"Operation stands, shelves, cabinets and water sinks is clean and orderly",Food items stored directly on floor in dry storage room,False
2026-01-17,2026-01,US00009,Columbus Circle,CK-2026-2017,Area food safety Check,82,5,清洁卫生,L,-1,Trash Cans,5.1.1,Cleaning and disinfection procedures are followed according to schedule is verified,Water filter replacement is overdue by two weeks,False
2026-01-17,2026-01,US00009,Columbus Circle,CK-2026-2017,Area food safety Check,82,8,化学品管理,G,-2,Chemical Mark/Storage,8.2.1,MSDS sheets are available for all chemicals used on premises,Light fixture cover cracked in food prep area,False
2026-01-17,2026-01,US00009,Columbus Circle,CK-2026-2017,Area food safety Check,82,2,员工健康与个人卫生,O,0,Employees' Health,2.2.1,Staff demonstrate proper handwashing technique and frequency is verified,Gloves not worn during food preparation observed,False
2026-01-17,2026-01,US00009,Columbus Circle,CK-2026-2017,Area food safety Check,82,6,产品与有效期管理,O,0,Expiration Date,6.1.2,Temperature logs is completed and recorded at required intervals,Personal items found in food preparation area,False
2026-01-17,2026-01,US00009,Columbus Circle,CK-2026-2017,Area food safety Check,82,10,饮用水与管道系统,L,-1,Grease traps&Residue traps&Sewer lines,10.1.2,(L) Potable water supply is adequate for all operational needs,Raw chicken stored above ready-to-eat items in refrigerator,False
2026-01-17,2026-01,US00009,Columbus Circle,CK-2026-2017,Area food safety Check,82,1,证照文件记录,G,-2,Government inspection,1.2.1,(G) All required government permits are posted in customer-visible area,Operating license not displayed in customer visible area,False
2026-01-17,2026-01,US00009,Columbus Circle,CK-2026-2017,Area food safety Check,82,2,员工健康与个人卫生,O,0,Personal certificate,2.1.2,Employee health screening records ,Temperature log not completed for main refrigerator today,False
2026-01-17,2026-01,US00009,Columbus Circle,CK-2026-2017,Area food safety Check,82,5,清洁卫生,O,0,"Operation Stand, Shelf, Cabinet and Water Sink",5.3.2,"Floors, walls and ceilings in food areas are clean and in good repair is verified",Handwashing station missing soap dispenser refill,False
2026-01-17,2026-01,US00009,Columbus Circle,CK-2026-2017,Area food safety Check,82,9,虫害防控,L,-1,No Sign of Insect Pests,9.1.1,(L) Pest control service contract is current with licensed provider,Trash can lid broken and does not close properly,False
2026-01-18,2026-01,US00004,Wall Street,CK-2026-2011,Store food safety audit,81,5,清洁卫生,L,-1,"Operation Stand, Shelf, Cabinet and Water Sink",5.1.2,Cleaning schedule is posted and si,No air gap found in plumbing connection under three-compartment sink,False
2026-01-18,2026-01,US00004,Wall Street,CK-2026-2011,Store food safety audit,81,3,供应商管理,L,-1,Approved Goods,3.1.1,All food supplies are from approved suppliers on the vendor list is verified,Employee health certificate expired last month,False
2026-01-18,2026-01,US00004,Wall Street,CK-2026-2011,Store food safety audit,81,9,虫害防控,L,-1,Insect Pest Control Facilities & Suppliers,9.2.1,No signs of insect or rodent activity observed during inspection,Handwashing station missing soap dispenser refill,False
2026-01-18,2026-01,US00004,Wall Street,CK-2026-2011,Store food safety audit,81,4,交叉污染防控,L,-1,Storage/Maintenance of Utensils,4.2.2,(L) Utensils are properly stored and maintained to prevent contamination,Operating license not displayed in customer visible area,False
2026-01-18,2026-01,US00004,Wall Street,CK-2026-2011,Store food safety audit,81,6,产品与有效期管理,G,-2,Operating Specifications,6.2.1,Product storage conditions meet specifi,Grease trap cleaning overdue per maintenance schedule,False
2026-01-18,2026-01,US00004,Wall Street,CK-2026-2011,Store food safety audit,81,4,交叉污染防控,G,-2,Cross Contamination,4.2.1,(G) Materials are stored in designated locations according to specification,Food items stored directly on floor in dry storage room,False
2026-01-18,2026-01,US00004,Wall Street,CK-2026-2011,Store food safety audit,81,10,饮用水与管道系统,G,-2,Grease traps&Residue traps&Sewer lines,10.2.1,(G) Water sinks and pipes are in good condition without leaks is verified,Personal items found in food preparation area,False
2026-01-18,2026-01,US00004,Wall Street,CK-2026-2011,Store food safety audit,81,10,饮用水与管道系统,O,0,Water Filtration Device,10.2.1,Water sinks and pipes are in good condition without leaks,Employee health certificate expired last month,False
2026-01-18,2026-01,US00004,Wall Street,CK-2026-2011,Store food safety audit,81,5,清洁卫生,S,-5,Equipment and Food Processing Utensils,5.2.2,"(S) (G) Operation stands, shelves, cabinets and water sinks are clean and orderly",Temperature log not completed for main refrigerator today,False
2026-01-18,2026-01,US00004,Wall Street,CK-2026-2011,Store food safety audit,81,7,设备设施维护,O,0,Facility Inspection and Maintenance,7.1.1,Equipment is inspected regularly and maintenance records is kept,"Floor not clean under the sink area, standing water observed",False
2026-01-19,2026-01,US00006,28th & 6th,CK-2026-2019,Area food safety Check,85,5,清洁卫生,O,0,"Operation Stand, Shelf, Cabinet and Water Sink",5.4.1,Customer area tables and seating is clean and well-maintained,Temperature log not completed for main refrigerator today,False
2026-01-19,2026-01,US00006,28th & 6th,CK-2026-2019,Area food safety Check,85,4,交叉污染防控,G,-2,Cross Contamination,4.2.2,(G) (G) Utensils are properly stored and maintained to prevent contamination,Light fixture cover cracked in food prep area,False
2026-01-19,2026-01,US00006,28th & 6th,CK-2026-2019,Area food safety Check,85,3,供应商管理,O,0,Approved Goods,3.2.1,(G) Incoming goods are inspected and documented upon delivery,"Floor not clean under the sink area, standing water observed",False
2026-01-19,2026-01,US00006,28th & 6th,CK-2026-2019,Area food safety Check,85,10,饮用水与管道系统,G,-2,Water Filtration Device,10.2.1,Water sinks and pipes are in good cond,Freezer temperature reading above -18C acceptable range,False
2026-01-19,2026-01,US00006,28th & 6th,CK-2026-2019,Area food safety Check,85,8,化学品管理,O,0,Chemical Mark/Storage,8.1.1,All chemicals are properly labeled and sto,Food item past expiration date found in cold storage area,False
2026-01-19,2026-01,US00006,28th & 6th,CK-2026-2019,Area food safety Check,85,2,员工健康与个人卫生,L,-1,Personal certificate,2.3.3,Blue bandages is available and used for any cuts or wounds,Chemical storage bottles not properly labeled with contents,False
2026-01-19,2026-01,US00006,28th & 6th,CK-2026-2019,Area food safety Check,85,12,门店稽核管理,L,-1,Requirements,12.1.2,(L) Previous audit findings have been addre,Cutting board has deep grooves and needs replacement,False
2026-01-20,2026-01,US00005,Midtown East,CK-2026-2013,Store food safety audit,77,10,饮用水与管道系统,S,-5,Water Filtration Device,10.2.1,Water sinks and pipes are in good cond,Cutting board has deep grooves and needs replacement,False
2026-01-20,2026-01,US00005,Midtown East,CK-2026-2013,Store food safety audit,77,6,产品与有效期管理,O,0,Expiration Date,6.1.1,Temperature monitoring devices are installed in all refrigerators and freezers is verified,Cutting board has deep grooves and needs replacement,False
2026-01-20,2026-01,US00005,Midtown East,CK-2026-2013,Store food safety audit,77,11,工作场所安全,L,-1,Workplace Safety,11.1.2,First aid kit is stocked and accessible,Mold observed on ceiling tiles near ventilation duct,False
2026-01-20,2026-01,US00005,Midtown East,CK-2026-2013,Store food safety audit,77,2,员工健康与个人卫生,G,-2,Personal Hygiene,2.1.2,(G) (G) Employee health screening records are up to date,Gloves not worn during food preparation observed,False
2026-01-20,2026-01,US00005,Midtown East,CK-2026-2013,Store food safety audit,77,11,工作场所安全,M,-5,Workplace Safety,11.1.2,(L) First aid kit is stocked and accessible,Gloves not worn during food preparation observed,False
2026-01-20,2026-01,US00005,Midtown East,CK-2026-2013,Store food safety audit,77,12,门店稽核管理,O,0,Requirements,12.1.2,Previous audit findings have been addressed and documented,Food storage containers not labeled with preparation date,False
2026-01-20,2026-01,US00008,JFK Terminal 1,CK-2026-2010,Store food safety audit,73,5,清洁卫生,L,-1,Trash Cans,5.2.1,(L) Equipment and food processing utensils are cleaned after each use,Trash can lid broken and does not close properly,False
2026-01-20,2026-01,US00008,JFK Terminal 1,CK-2026-2010,Store food safety audit,73,1,证照文件记录,M,-5,License Documents,1.1.1,(L) Store has valid food service license prominently displayed,Grease trap cleaning overdue per maintenance schedule,False
2026-01-20,2026-01,US00008,JFK Terminal 1,CK-2026-2010,Store food safety audit,73,9,虫害防控,G,-2,No Sign of Insect Pests,9.2.2,(L) All entry points are sealed to prevent pests from entering,Food items stored directly on floor in dry storage room,False
2026-01-20,2026-01,US00008,JFK Terminal 1,CK-2026-2010,Store food safety audit,73,10,饮用水与管道系统,G,-2,Potable Water Supply is Adequate,10.2.2,"(L) Grease traps, residue traps and sewer lines are cleaned regularly",Employee health certificate expired last month,False
2026-01-20,2026-01,US00008,JFK Terminal 1,CK-2026-2010,Store food safety audit,73,11,工作场所安全,O,0,Workplace Safety,11.2.1,(G) Fire extinguisher is inspected and within service date,Grease trap cleaning overdue per maintenance schedule,False
2026-01-20,2026-01,US00008,JFK Terminal 1,CK-2026-2010,Store food safety audit,73,7,设备设施维护,G,-2,Lights,7.1.2,Facility structures is inspected and maintained in good condition,Trash can lid broken and does not close properly,False
2026-01-24,2026-01,US00010,Union Square,CK-2026-2015,Store food safety audit,74,12,门店稽核管理,L,-1,Requirements,12.1.2,Previous audit findings have been addressed and documented,Gloves not worn during food preparation observed,False
2026-01-24,2026-01,US00010,Union Square,CK-2026-2015,Store food safety audit,74,8,化学品管理,O,0,Chemical Mark/Storage,8.2.1,(G) MSDS sheets are available for all chemicals used on premises,Trash can lid broken and does not close properly,False
2026-01-24,2026-01,US00010,Union Square,CK-2026-2015,Store food safety audit,74,8,化学品管理,S,-5,Chemical Mark/Storage,8.1.2,(S) Chemical storage area is separate from food pr,Mold observed on ceiling tiles near ventilation duct,False
2026-01-24,2026-01,US00010,Union Square,CK-2026-2015,Store food safety audit,74,4,交叉污染防控,M,-5,Storage/Maintenance of Utensils,4.2.2,Utensils is properly stored and maintained to prevent contamination,"Floor not clean under the sink area, standing water observed",False
2026-01-24,2026-01,US00010,Union Square,CK-2026-2015,Store food safety audit,74,6,产品与有效期管理,G,-2,Product Storage Conditions,6.1.1,(G) Temperature monitoring devices is installed in all refrigerators and freezers,Temperature log not completed for main refrigerator today,False
2026-01-24,2026-01,US00010,Union Square,CK-2026-2015,Store food safety audit,74,4,交叉污染防控,G,-2,Cross Contamination,4.2.2,(G) Utensils are properly stored and maintained to prevent contamination,Personal items found in food preparation area,False
2026-01-24,2026-01,US00010,Union Square,CK-2026-2015,Store food safety audit,74,9,虫害防控,G,-2,No Sign of Insect Pests,9.1.2,Pest control facilities including traps are properly maintained is verified,Employee health certificate expired last month,False
2026-01-24,2026-01,US00010,Union Square,CK-2026-2015,Store food safety audit,74,6,产品与有效期管理,G,-2,Operating Specifications,6.2.2,Food items are stored using FIFO method with proper date labels is verified,Mold observed on ceiling tiles near ventilation duct,False
2026-01-24,2026-01,US00010,Union Square,CK-2026-2015,Store food safety audit,74,1,证照文件记录,L,-1,License Documents,1.1.1,(L) (G) Store has valid food service license prominently displayed,Operating license not displayed in customer visible area,False
2026-01-24,2026-01,US00010,Union Square,CK-2026-2015,Store food safety audit,74,7,设备设施维护,O,0,Facility Inspection and Maintenance,7.2.1,Lighting fixtures in food preparation areas is protected and functional,Grease trap cleaning overdue per maintenance schedule,False
2026-01-24,2026-01,US00010,Union Square,CK-2026-2015,Store food safety audit,74,12,门店稽核管理,O,0,Requirements,12.1.1,Store audit management procedures and checklists are followed is verified,"Floor not clean under the sink area, standing water observed",False
2026-01-24,2026-01,US00010,Union Square,CK-2026-2015,Store food safety audit,74,4,交叉污染防控,G,-2,Avoidance of Falling Foreign Objects,4.1.1,Raw and cooked food items are stored separately t,Water filter replacement is overdue by two weeks,False
2026-02-08,2026-02,US00006,28th & 6th,CK-2026-2025,Store food safety audit,84,5,清洁卫生,L,-1,"Operation Stand, Shelf, Cabinet and Water Sink",5.3.1,Food processing area is maintained in clean and sanitary condition is verified,No air gap found in plumbing connection under three-compartment sink,False
2026-02-08,2026-02,US00006,28th & 6th,CK-2026-2025,Store food safety audit,84,4,交叉污染防控,L,-1,Material Storage Location Specification,4.2.1,Materials is stored in designated locations according to specification,Chemical storage bottles not properly labeled with contents,False
2026-02-08,2026-02,US00006,28th & 6th,CK-2026-2025,Store food safety audit,84,6,产品与有效期管理,M,-5,Expiration Date,6.4.1,(G) Unqualified goods are segregated and properly documented,Water filter replacement is overdue by two weeks,False
2026-02-08,2026-02,US00006,28th & 6th,CK-2026-2025,Store food safety audit,84,6,产品与有效期管理,L,-1,Operating Specifications,6.1.1,Temperature monitoring devices is installed in all refrigerators and freezers,Temperature log not completed for main refrigerator today,False
2026-02-08,2026-02,US00006,28th & 6th,CK-2026-2025,Store food safety audit,84,10,饮用水与管道系统,O,0,Water Filtration Device,10.1.1,Water filtration device is installed and filt,Cutting board has deep grooves and needs replacement,False
2026-02-08,2026-02,US00006,28th & 6th,CK-2026-2025,Store food safety audit,84,10,饮用水与管道系统,L,-1,Water Sinks & Pipes,10.3.1,Proper air gaps are maintained in plumbing connections,Mold observed on ceiling tiles near ventilation duct,False
2026-02-08,2026-02,US00006,28th & 6th,CK-2026-2025,Store food safety audit,84,2,员工健康与个人卫生,O,0,Employees' Health,2.3.2,Disposable gloves are used during food preparation and changed between tasks is verified,Temperature log not completed for main refrigerator today,False
2026-02-08,2026-02,US00006,28th & 6th,CK-2026-2025,Store food safety audit,84,2,员工健康与个人卫生,L,-1,Employees' Health,2.2.2,Handwashing station is fully stocked with soap and paper towels is verified,Personal items found in food preparation area,False
2026-02-08,2026-02,US00006,28th & 6th,CK-2026-2025,Store food safety audit,84,1,证照文件记录,L,-1,Government inspection,1.2.1,All required government permits are posted in customer-visible area is verified,Handwashing station missing soap dispenser refill,False
2026-02-08,2026-02,US00006,28th & 6th,CK-2026-2025,Store food safety audit,84,7,设备设施维护,G,-2,Equipment Inspection and Maintenance,7.1.2,Facility structures are inspected and maint,Employee health certificate expired last month,False
2026-02-08,2026-02,US00006,28th & 6th,CK-2026-2025,Store food safety audit,84,2,员工健康与个人卫生,G,-2,Employees' Health,2.2.1,Staff demonstrate proper handwashing technique and frequency,"Floor not clean under the sink area, standing water observed",False
2026-02-08,2026-02,US00006,28th & 6th,CK-2026-2025,Store food safety audit,84,4,交叉污染防控,L,-1,Cross Contamination,4.1.2,Cutting boards and utensils is designated for specific food types,Light fixture cover cracked in food prep area,False
2026-02-08,2026-02,US00006,28th & 6th,CK-2026-2025,Store food safety audit,84,3,供应商管理,O,0,Approved Goods,3.1.1,All food supplies are from approved suppliers on the vendor list is verified,Chemical storage bottles not properly labeled with contents,False
2026-02-09,2026-02,US00003,Bryant Park,CK-2026-2024,Store food safety audit,88,2,员工健康与个人卫生,G,-2,Personal certificate,2.2.1,(G) Staff demonstrate proper handwashing technique and frequency is verified,Cutting board has deep grooves and needs replacement,False
2026-02-09,2026-02,US00003,Bryant Park,CK-2026-2024,Store food safety audit,88,10,饮用水与管道系统,M,-5,Potable Water Supply is Adequate,10.3.1,Proper air gaps are maintained in plumbing connections,Food item past expiration date found in cold storage area,False
2026-02-09,2026-02,US00003,Bryant Park,CK-2026-2024,Store food safety audit,88,8,化学品管理,G,-2,Chemical Mark/Storage,8.1.2,(G) Chemical storage area is separate from food preparation and storage areas,Operating license not displayed in customer visible area,False
2026-02-09,2026-02,US00003,Bryant Park,CK-2026-2024,Store food safety audit,88,4,交叉污染防控,L,-1,Avoidance of Falling Foreign Objects,4.1.1,Raw and cooked food items are stored separately to prevent cross contamination is verified,Operating license not displayed in customer visible area,False
2026-02-09,2026-02,US00003,Bryant Park,CK-2026-2024,Store food safety audit,88,1,证照文件记录,L,-1,Government inspection,1.3.1,Government inspection records are ma,Light fixture cover cracked in food prep area,False
2026-02-09,2026-02,US00003,Bryant Park,CK-2026-2024,Store food safety audit,88,1,证照文件记录,O,0,Government inspection,1.2.1,(L) All required government permits are posted in customer-visible area,Food item past expiration date found in cold storage area,False
2026-02-09,2026-02,US00003,Bryant Park,CK-2026-2024,Store food safety audit,88,5,清洁卫生,G,-2,Procedures for Cleaning and Disinfection,5.2.1,(G) Equipment and food processing utensils are cleaned after each use,Trash can lid broken and does not close properly,False
2026-02-09,2026-02,US00003,Bryant Park,CK-2026-2024,Store food safety audit,88,2,员工健康与个人卫生,L,-1,Employees' Health,2.2.2,(G) Handwashing station is fully stocked with soap and paper towels,Mold observed on ceiling tiles near ventilation duct,False
2026-02-09,2026-02,US00003,Bryant Park,CK-2026-2024,Store food safety audit,88,6,产品与有效期管理,L,-1,Storage and Inventory Transfer of Food,6.1.2,(L) (L) Temperature logs are completed and recorded at required intervals,Grease trap cleaning overdue per maintenance schedule,False
2026-02-09,2026-02,US00003,Bryant Park,CK-2026-2024,Store food safety audit,88,1,证照文件记录,M,-5,License Documents,1.2.1,All required government permits are posted in customer-visible area is verified,Trash can lid broken and does not close properly,False
2026-02-09,2026-02,US00003,Bryant Park,CK-2026-2024,Store food safety audit,88,4,交叉污染防控,L,-1,Avoidance of Falling Foreign Objects,4.3.1,Measures are in place to avoid falling for,Pest trap behind counter not checked in 30+ days,False
2026-02-09,2026-02,US00003,Bryant Park,CK-2026-2024,Store food safety audit,88,4,交叉污染防控,O,0,Cross Contamination,4.2.2,Utensils are properly stored and maintained to prevent contamination,Raw chicken stored above ready-to-eat items in refrigerator,False
2026-02-10,2026-02,US00004,Wall Street,CK-2026-2023,Store food safety audit,85,9,虫害防控,O,0,No pests enter,9.1.2,Pest control facilities including traps are properly maintained is verified,Grease trap cleaning overdue per maintenance schedule,False
2026-02-10,2026-02,US00004,Wall Street,CK-2026-2023,Store food safety audit,85,3,供应商管理,O,0,Approved Goods,3.2.1,(G) Incoming goods are inspected and documented upon delivery,Pest trap behind counter not checked in 30+ days,False
2026-02-10,2026-02,US00004,Wall Street,CK-2026-2023,Store food safety audit,85,5,清洁卫生,O,0,Customer Area,5.2.2,"Operation stands, shelves, cabinets and water ",Water filter replacement is overdue by two weeks,False
2026-02-10,2026-02,US00004,Wall Street,CK-2026-2023,Store food safety audit,85,10,饮用水与管道系统,L,-1,Potable Water Supply is Adequate,10.2.2,"Grease traps, residue traps and sewer line",Freezer temperature reading above -18C acceptable range,False
2026-02-10,2026-02,US00004,Wall Street,CK-2026-2023,Store food safety audit,85,2,员工健康与个人卫生,L,-1,Personal certificate,2.2.2,Handwashing station is fully stocked with soap and paper towels,"Floor not clean under the sink area, standing water observed",False
2026-02-10,2026-02,US00004,Wall Street,CK-2026-2023,Store food safety audit,85,9,虫害防控,G,-2,No pests enter,9.2.2,(G) All entry points are sealed to prevent pests from entering,No air gap found in plumbing connection under three-compartment sink,False
2026-02-10,2026-02,US00004,Wall Street,CK-2026-2023,Store food safety audit,85,2,员工健康与个人卫生,O,0,Disposable Gloves and Blue Bandages,2.3.1,Employees wear clean uniforms and proper hair restraints,Grease trap cleaning overdue per maintenance schedule,False
2026-02-10,2026-02,US00004,Wall Street,CK-2026-2023,Store food safety audit,85,12,门店稽核管理,G,-2,Requirements,12.2.1,Corrective action records are maintained for all identified issues,Employee health certificate expired last month,False
2026-02-10,2026-02,US00004,Wall Street,CK-2026-2023,Store food safety audit,85,5,清洁卫生,G,-2,Procedures for Cleaning and Disinfection,5.3.1,(G) Food processing area is maintained in clean and sanitary condition,Cutting board has deep grooves and needs replacement,False
2026-02-10,2026-02,US00004,Wall Street,CK-2026-2023,Store food safety audit,85,5,清洁卫生,S,0,Equipment and Food Processing Utensils,5.1.2,Cleaning schedule is posted and signed off daily is verified,"Ice machine leaking water, needs repair by maintenance team",False
2026-02-10,2026-02,US00004,Wall Street,CK-2026-2023,Store food safety audit,85,10,饮用水与管道系统,L,-1,Potable Water Supply is Adequate,10.2.1,(L) (L) Water sinks and pipes are in good condition without leaks,Pest trap behind counter not checked in 30+ days,False
2026-02-12,2026-02,US00008,JFK Terminal 1,CK-2026-2021,Store food safety audit,77,6,产品与有效期管理,L,-1,Storage and Inventory Transfer of Food,6.3.1,Expiration dates are checked daily and expired items are removed,Operating license not displayed in customer visible area,False
2026-02-12,2026-02,US00008,JFK Terminal 1,CK-2026-2021,Store food safety audit,77,5,清洁卫生,O,0,Customer Area,5.2.1,Equipment and food processing utensils is cleaned after each use,"Floor not clean under the sink area, standing water observed",False
2026-02-12,2026-02,US00008,JFK Terminal 1,CK-2026-2021,Store food safety audit,77,2,员工健康与个人卫生,G,-2,Personal certificate,2.3.1,Employees wear clean uniforms and proper hair restraints is verified,Cutting board has deep grooves and needs replacement,False
2026-02-12,2026-02,US00008,JFK Terminal 1,CK-2026-2021,Store food safety audit,77,1,证照文件记录,L,-1,Licenses and certificates,1.3.1,Government inspection records is maintained on file,Personal items found in food preparation area,False
2026-02-12,2026-02,US00008,JFK Terminal 1,CK-2026-2021,Store food safety audit,77,8,化学品管理,G,-2,Chemical Mark/Storage,8.2.1,(G) MSDS sheets is available for all chemicals used on premises,Grease trap cleaning overdue per maintenance schedule,False
2026-02-12,2026-02,US00008,JFK Terminal 1,CK-2026-2021,Store food safety audit,77,8,化学品管理,L,-1,Chemical Mark/Storage,8.1.2,(G) Chemical storage area is separate from food preparation and storage areas,Water filter replacement is overdue by two weeks,False
